first_name,last_name,date_of_birth,gender,ssn,address,state,zip_code,income,credit_score,employment_status,loan_amount,loan_type,loan_status,num_existing_loans,default
Kimberly,Frazier,3/10/1983,Female,169-29-3906,"6389 Charlene Mills, Port Brittney, KS 57241",Georgia,55340,115222.76,559,Self-employed,57795.01,Credit Card Loan,Completed,0,1
Mark,Love,9/1/1967,Female,368-33-2292,"883 Patterson Villages, East Wendy, AK 60084",Michigan,44176,189486.16,446,Retired,61300.68,Auto Loan,Running,4,1
Richard,Delgado,7/7/1997,Female,049-58-5143,"USCGC Chen, FPO AP 51912",Kentucky,86077,47948.04,823,Employed,55553.36,Credit Card Loan,Completed,2,0
Michael,Bond,10/23/1992,Male,498-19-8548,"956 Andrea Extensions Apt. 256, South Curtisberg, IL 54537",Minnesota,14375,25816.16,366,Unemployed,34268.73,Education Loan,Completed,0,1
Marvin,Cortez,4/22/1985,Female,039-69-5379,"4401 Steven Station, Maryhaven, OH 11310",Kansas,94400,102916.37,439,Unemployed,20600.88,Education Loan,Completed,0,1
Lori,Hernandez,2/10/1959,Male,776-99-8406,"77629 Carr Orchard Apt. 841, New Emilyhaven, SC 85494",Kansas,80762,100352.77,757,Student,7825.87,Credit Card Loan,Completed,1,0
Nicholas,Walker,2/22/1960,Male,305-78-5497,"884 Regina Gardens, South Chloefort, DE 51881",Kentucky,58901,78892.49,453,Retired,48248,Credit Card Loan,Running,0,1
Tammy,Thomas,4/1/1977,Male,556-81-5873,"72722 Michael Crossing, South Sandramouth, MN 60126",New Hampshire,67254,72724.37,806,Self-employed,99918.83,Education Loan,Completed,0,0
Jamie,Hale,11/3/1982,Female,379-81-5654,"8869 Bowman Manors Suite 813, Smithstad, KS 08620",Ohio,8610,99606.05,388,Student,86741.92,Credit Card Loan,Running,0,1
Sherri,Richardson,4/30/1974,Male,343-72-8797,"USNV Martin, FPO AA 36453",Georgia,26598,144640.46,308,Retired,35092.81,Personal Loan,Completed,5,1
William,Harris,5/13/1971,Female,373-87-8721,"4601 Christy Manor, North Sierra, AK 08162",Michigan,79841,27981.93,348,Employed,27690.05,Home Loan,Running,1,1
Matthew,Scott,1/10/1960,Male,028-47-6789,"9592 Webster Hills, North Davidville, TX 61848",New Mexico,20606,186165.01,629,Employed,22585.67,Auto Loan,Completed,0,0
Mary,Ramirez,6/10/1969,Female,002-16-9830,"80156 Johnson Stravenue, Laurenmouth, AK 49368",Kentucky,38344,161504.19,320,Unemployed,91120.28,Education Loan,Completed,3,1
Daniel,Rodriguez,8/26/1956,Male,429-56-9887,"9802 Bryce Harbors Apt. 623, Waynemouth, TN 20318",Kentucky,27703,30802.45,478,Self-employed,50146.9,Credit Card Loan,Running,0,1
Joseph,Fox,8/7/1992,Female,647-33-4256,"8464 Edwards Ford Apt. 021, Coreyview, NE 77955",Pennsylvania,85781,78474.05,833,Self-employed,87456.31,Auto Loan,Running,1,0
Jesus,Scott,11/11/2003,Male,266-67-3645,"Unit 6937 Box 8499, DPO AE 53756",Idaho,25736,193403.24,506,Self-employed,96225.16,Education Loan,Running,1,1
David,Goodman,8/22/1981,Female,030-78-7571,"0661 Martin Keys Suite 250, Tateside, DC 91479",North Dakota,23382,147393.84,384,Unemployed,28508.68,Auto Loan,Running,2,1
Riley,Gonzalez,7/2/1984,Female,361-81-1372,"2437 Amber Knoll Apt. 869, Ryanchester, RI 57582",Idaho,78905,59007.89,791,Unemployed,69403.31,Personal Loan,Running,5,1
David,Sanders,12/28/1992,Female,126-27-3654,"497 James Ford Suite 471, Morrisontown, NE 30246",Alaska,36766,66735.31,761,Student,44763.24,Credit Card Loan,Running,1,0
Brad,Bell,4/6/1959,Female,235-36-6374,"0044 Keith Crossroad, Wyattport, UT 66816",Indiana,25065,24209.99,817,Retired,52287.28,Home Loan,Completed,0,1
William,Garcia,1/19/1977,Male,530-03-5043,"319 Burke Wells Suite 142, South Michaelbury, IN 97722",Maryland,82268,156915.91,548,Student,10513.58,Home Loan,Completed,2,1
Mary,Griffin,7/16/1998,Female,321-71-0904,"8731 Kimberly Station Suite 883, Gregoryland, VT 56773",Rhode Island,94698,153892.65,846,Self-employed,41103.87,Credit Card Loan,Completed,2,0
Robert,Wood,4/30/1970,Female,119-65-3047,"258 Barnes Ramp Apt. 015, Patrickmouth, LA 36264",North Dakota,67896,56021.05,430,Student,69477.07,Auto Loan,Completed,3,1
Michelle,Ramsey,8/12/1979,Male,002-47-5283,"284 Austin Extensions Apt. 997, North James, MA 60153",North Dakota,36250,62141.4,809,Retired,46671.86,Home Loan,Running,1,0
Samuel,Bradley,4/3/1996,Male,212-71-5068,"20241 Cooper Glen, Valerieland, NY 71102",Arizona,23112,107007.83,417,Retired,47524.74,Auto Loan,Running,3,1
Teresa,Roberts,2/14/2000,Male,357-45-3410,"9509 Anna Union Apt. 046, Scottmouth, GA 89821",Montana,5138,50465.35,785,Retired,10504.15,Auto Loan,Running,2,0
Linda,Jimenez,8/15/1999,Male,177-95-5177,"6822 Aaron Knoll Suite 915, Carriehaven, MA 92531",Mississippi,74584,94411.51,817,Retired,53819.27,Home Loan,Completed,2,1
Susan,Young,5/13/1994,Female,498-41-3350,"92724 Michael Dam Apt. 072, Sarahstad, NY 43192",North Dakota,40252,195403.76,655,Unemployed,92977.28,Auto Loan,Completed,0,1
William,Lewis,5/25/1961,Male,300-63-9767,"9396 Washington Ports, New Richardton, AL 80313",South Dakota,16794,183224.03,372,Retired,35224.44,Home Loan,Running,1,1
Jessica,Smith,10/30/1983,Female,559-34-0905,"79649 Herman Villages Apt. 774, Tracytown, MI 63122",Oregon,55496,50352.85,745,Retired,43400.08,Auto Loan,Running,4,0
Eric,Rhodes,7/20/1981,Female,811-56-7137,"26272 Corey Hollow Apt. 046, Ingramton, MI 09536",Mississippi,92701,57947.68,739,Unemployed,74479.16,Personal Loan,Running,3,1
Carrie,Smith,2/8/1994,Male,127-36-4622,"377 Ward Branch Suite 438, Hannahburgh, MD 71753",Oklahoma,63266,125386.63,335,Employed,84946.52,Education Loan,Completed,3,1
Mark,Sosa,6/16/1961,Male,078-28-9471,"797 Nathan Meadow, East Kathryn, HI 46138",Idaho,16022,27410.09,778,Self-employed,72223.51,Auto Loan,Running,1,1
Angel,Thomas,10/21/1993,Male,024-47-1053,"46291 Orozco Falls, Robertburgh, GA 45440",New Jersey,19302,149223.98,744,Retired,39042.99,Credit Card Loan,Running,4,0
Susan,Anderson,2/12/1994,Female,156-17-4004,"1601 Hansen Forest, Bartlettside, NE 31653",Louisiana,79035,188029.16,348,Unemployed,75443.53,Personal Loan,Running,3,1
Chris,Roach,10/4/1992,Male,670-29-6013,"652 Zavala Spurs Suite 098, Port Mariamouth, OH 77500",North Carolina,6874,97974.13,571,Retired,7616.55,Personal Loan,Running,5,1
James,Horton,8/7/1962,Male,678-32-7390,"54083 Lauren Haven, South Kevinmouth, OH 11171",Texas,26730,39489.92,711,Self-employed,60775.14,Credit Card Loan,Running,5,0
Cheryl,Brock,11/16/2000,Male,461-65-9996,"41961 William Inlet, Port Chelseaton, PA 73097",Washington,84576,162752.25,792,Self-employed,43438.96,Auto Loan,Completed,4,0
David,Vargas,4/2/1960,Female,005-49-4228,"PSC 1437, Box 1673, APO AE 53985",North Carolina,34062,42679.68,562,Employed,5434.57,Credit Card Loan,Running,3,1
Brenda,Munoz,6/2/1964,Male,278-96-6653,"18359 Elizabeth Garden, Alexishaven, SC 13574",Florida,11563,149221.06,670,Student,68311.28,Education Loan,Completed,1,0
Bethany,Miller,12/8/1987,Male,331-13-5991,"054 Gary Expressway, Ricemouth, MN 52503",New Jersey,20768,64865.12,425,Unemployed,48697.8,Personal Loan,Running,3,1
Daniel,Scott,1/30/1955,Female,629-54-5764,"9732 Michelle Dam, Port Andreton, VT 29939",Maryland,77122,136969.48,814,Retired,5678.92,Personal Loan,Running,5,0
Joshua,Shepherd,9/27/2000,Male,841-65-8444,"444 Samantha Pass Apt. 081, Johnmouth, AR 46256",Louisiana,28970,173549.11,310,Employed,56796.78,Home Loan,Running,0,1
Brian,Werner,9/3/1999,Female,888-66-9423,"4601 Reed Cliffs, South Katherineview, AZ 38747",Maryland,61347,65904.22,526,Unemployed,51285.52,Education Loan,Running,1,1
Bryan,Johnson,2/12/1997,Male,468-77-8197,"47145 Joseph Walk Apt. 145, Merrittside, CA 05387",Iowa,39838,141865.87,811,Unemployed,53367.76,Credit Card Loan,Completed,5,1
Richard,Johnson,3/31/1985,Female,174-33-3121,"399 Harris Rapids Suite 217, Lake Angela, MO 64989",Massachusetts,29123,92616.71,649,Student,48829.87,Auto Loan,Running,3,0
Catherine,Adams,12/23/1975,Female,602-58-5673,"364 Michael Hill Suite 723, South Nathan, VA 83628",Montana,41893,85206.05,686,Self-employed,68511.59,Home Loan,Completed,3,0
Michael,Hall,11/28/1964,Male,427-98-9369,"831 Kelly Heights Suite 173, Joanview, MA 70017",Iowa,61014,137793.17,439,Employed,69801.38,Home Loan,Running,0,1
Cesar,Sandoval,10/15/1993,Female,072-47-6755,"4706 Vanessa Islands Apt. 569, Elizabethbury, SC 75380",Idaho,74853,177115.23,604,Student,92437.54,Personal Loan,Completed,1,0
Tony,Norris,9/10/2001,Male,196-14-2265,"PSC 4012, Box 4351, APO AP 28852",Kentucky,98247,62906.54,589,Self-employed,84894.93,Education Loan,Running,2,0
David,Pugh,12/3/1974,Female,656-93-9412,"7646 Brooks Lights Suite 099, South Anna, AL 91797",Kentucky,22683,163208.16,301,Self-employed,34559.11,Personal Loan,Completed,0,1
Jeffrey,Romero,2/3/1956,Male,356-72-9199,"341 Anna Inlet, Cassandrabury, WY 96783",South Dakota,29548,110254.81,582,Self-employed,73016.41,Education Loan,Running,3,1
Martin,Chapman,10/1/1987,Male,556-06-1949,"21136 William Viaduct Suite 280, Robertville, DC 86643",Alabama,99580,179407.33,632,Self-employed,59957.11,Home Loan,Completed,0,0
Crystal,Allen,7/25/1954,Female,710-34-1585,"145 Hamilton Camp, Travisstad, TX 07173",North Carolina,47841,61153.03,642,Self-employed,61035.71,Personal Loan,Running,3,0
Carrie,Cordova,12/3/1994,Female,181-60-6822,"2292 Jeremy Hill, Schmidtbury, MA 07006",California,52490,100628.44,638,Retired,52344.94,Auto Loan,Completed,1,0
Melissa,Hansen,7/20/1968,Female,757-67-6833,"26593 Kenneth Mission Suite 842, New Jennifermouth, SC 73495",Texas,52308,134913.31,611,Student,99088.22,Home Loan,Running,0,0
Dawn,Avery,5/4/1996,Female,257-06-3964,"97642 Peterson Light, Porterfurt, PA 34080",Wyoming,63381,82382.85,741,Unemployed,49519.71,Credit Card Loan,Completed,4,1
Rebecca,Hoffman,11/19/1991,Female,565-91-4841,"428 Lee Mountain, Sellersland, WY 51022",Virginia,33096,28567.76,423,Student,44520.92,Credit Card Loan,Completed,5,1
Steven,Campbell,12/15/1978,Female,425-39-1255,"47140 Clark Village, Angelachester, MS 24463",New Hampshire,56364,126134.8,484,Employed,86876.29,Credit Card Loan,Running,5,1
Daniel,Garcia,12/3/1988,Female,010-33-8859,"3046 Amanda Crest Suite 850, North Gabriel, ND 91993",New Mexico,5381,66034.84,372,Self-employed,61119.67,Auto Loan,Completed,0,1
Joyce,Stevens,10/27/1961,Female,768-89-6757,"2451 Walter Trail, Garciaport, AR 64470",Wyoming,98053,164349.41,414,Student,89837.15,Education Loan,Running,1,1
Nicole,Huber,1/14/1995,Male,018-97-1887,"7748 Chad Station Apt. 392, Toddborough, WA 79874",Wisconsin,7276,29539.92,775,Unemployed,7010.58,Credit Card Loan,Running,0,1
Matthew,Rios,5/11/1982,Female,631-82-5024,"2709 Spencer Trail, Brookechester, IL 84722",Georgia,29508,140818.3,740,Retired,42335.31,Home Loan,Running,3,0
Michelle,Faulkner,12/15/1956,Male,474-76-9021,"09383 Eric Skyway, Huntshire, MS 50502",South Carolina,69912,180368.37,470,Self-employed,43994.65,Auto Loan,Completed,0,1
Sally,Murphy,12/23/1964,Male,286-70-9949,"585 Melissa Fields, Kellychester, MD 72993",Kansas,40145,101561.92,783,Employed,63102.19,Auto Loan,Completed,5,0
Glenn,Sexton,5/31/1974,Female,324-64-7049,"0780 Barber Prairie Suite 865, Mcintyrefurt, AR 26263",South Carolina,10034,21020.48,586,Retired,78896.09,Personal Loan,Completed,4,1
Sarah,Case,2/16/1974,Male,737-52-7017,"Unit 5342 Box 9646, DPO AE 19158",Oregon,44587,45490.19,525,Student,12188.15,Credit Card Loan,Completed,5,1
Cheryl,Yu,5/3/1973,Male,682-66-8098,"60331 Tyler Islands Suite 307, West John, OR 73664",Kentucky,63158,173336.68,403,Employed,61422.5,Credit Card Loan,Completed,1,1
Mary,Aguirre,6/25/1968,Male,814-59-6886,"2611 Smith Trail Apt. 663, Hoganton, RI 40021",Alabama,6339,21099.49,619,Employed,83322.11,Home Loan,Completed,1,1
Renee,Stafford,7/12/1972,Female,413-17-6259,"641 Joe River, Leslieside, MD 12503",Connecticut,84724,148831.98,689,Student,40841.34,Credit Card Loan,Completed,2,0
Megan,Salinas,8/2/1958,Female,345-76-9925,"52093 Harvey Parkway, Lake Stephanieview, PA 53879",Alaska,58591,57142.46,534,Retired,62925.6,Education Loan,Completed,3,1
Elizabeth,Harper,5/8/1957,Male,770-67-4886,"0611 Todd Bypass, Loganstad, UT 51091",Pennsylvania,62327,197735.14,461,Unemployed,7292.44,Home Loan,Running,4,1
Kenneth,Brown,12/4/1970,Male,811-04-9002,"43592 Melissa Rest Suite 151, New Tammystad, NM 30793",Illinois,13563,148506.03,512,Self-employed,95763.49,Home Loan,Completed,0,1
Javier,Garcia,8/27/1988,Male,431-76-7672,"Unit 8787 Box 0665, DPO AP 56449",Indiana,68162,149452.05,537,Unemployed,50670.19,Education Loan,Completed,5,1
Jody,Harmon,6/18/1961,Female,845-57-0640,"356 George Rue Apt. 627, Lake Sara, ID 72996",Wisconsin,46266,181620.99,482,Student,88400.78,Personal Loan,Completed,3,1
Sean,Porter,6/16/1981,Female,447-80-0713,"53337 Joseph Roads Apt. 603, Curryborough, WA 41587",Rhode Island,3455,89113.95,691,Unemployed,8494.25,Home Loan,Completed,2,1
Ryan,Keith,7/24/1981,Male,879-30-4798,"6173 Megan Wells, Brianbury, MT 81678",Utah,65727,56912.56,481,Student,80957.55,Personal Loan,Running,5,1
Andrea,Carter,8/19/1959,Male,783-31-4030,"0582 Christopher Circle, Laurastad, NV 73061",Hawaii,69466,113232.69,333,Student,55197.12,Credit Card Loan,Completed,3,1
Brad,Brown,2/13/1990,Female,379-27-8089,"874 Gray Courts, Kristatown, WY 93766",South Dakota,31396,128974.12,319,Retired,16485.13,Auto Loan,Completed,3,1
Heather,Miller,2/21/1967,Male,528-87-8681,"1369 Cole Roads, West Derek, ME 89553",West Virginia,3817,102090.02,683,Employed,23349.22,Auto Loan,Running,4,0
Ronald,Wright,5/16/1984,Male,389-90-4816,"0935 Norton Islands Apt. 542, Carriestad, ME 11594",North Dakota,95458,96085.82,581,Self-employed,41575,Education Loan,Completed,0,0
Elizabeth,Marshall,6/24/1988,Female,883-10-4274,"567 David Fords Apt. 903, West Mary, LA 40813",Nebraska,1723,152479.79,657,Student,47158.23,Education Loan,Completed,0,0
Kathryn,Reeves,8/28/1961,Female,261-92-8570,"3459 Wilcox Points Apt. 618, Williamstown, ND 48983",Minnesota,16440,167214.3,307,Unemployed,65118.5,Auto Loan,Completed,2,1
Joshua,Howard,2/18/1996,Female,475-25-2052,"USS Soto, FPO AA 97342",New Mexico,19557,185885.01,626,Student,17318.69,Education Loan,Completed,4,0
James,Nelson,8/1/1954,Female,579-76-7148,"03670 Sabrina Keys, North Karentown, OK 27097",Texas,70587,81486.49,838,Retired,66384.78,Personal Loan,Running,2,0
Nancy,House,4/7/1995,Female,351-35-8889,"30705 Norman Coves, North Tammy, OH 05496",North Dakota,11528,125860.68,734,Employed,88174.78,Home Loan,Completed,4,1
Natasha,Hansen,10/27/1975,Male,099-86-0431,"3749 Brown Center Suite 814, Port Marychester, WY 60360",North Dakota,34967,52919.02,503,Self-employed,76295.1,Home Loan,Completed,1,1
Derek,Summers,2/2/1981,Female,811-15-9668,"566 Cody Ways Suite 612, Underwoodville, WA 87732",Arkansas,98212,154079.52,335,Retired,48139.77,Credit Card Loan,Completed,0,1
Christopher,Rivera,7/29/1956,Male,821-91-5621,"73364 Joshua Drive Apt. 992, Thomastown, NE 62501",Maine,15695,74069.87,821,Unemployed,5449.2,Credit Card Loan,Running,4,1
Clinton,Thompson,9/5/1991,Female,640-18-7816,"14835 Knight Mission, East Ann, NE 58371",North Dakota,61517,77382.84,317,Student,33674.02,Auto Loan,Completed,5,1
Cody,Murray,5/28/1981,Female,022-47-7696,"75256 Matthew Ville Suite 547, Frankchester, AR 87842",Maryland,37659,60140.91,373,Retired,11828.15,Credit Card Loan,Completed,1,1
Hannah,Hodge,4/17/1957,Male,545-60-9503,"3644 Elizabeth Grove, Port Amanda, CO 61927",North Dakota,1721,156191.27,457,Unemployed,23208.72,Home Loan,Completed,5,1
Kari,Khan,10/15/1984,Male,265-76-4602,"597 Blackburn Highway, West Andrea, ID 02731",Hawaii,55217,80501.57,820,Unemployed,71776.21,Home Loan,Completed,2,1
Bruce,Moore,4/10/1963,Male,137-86-4742,"85242 Valdez Crossroad, Port Laurahaven, LA 83609",Arkansas,5506,129346.03,413,Self-employed,80969.84,Auto Loan,Running,0,1
Lisa,Warren,5/3/1962,Male,495-49-5962,"8563 Perez Landing Apt. 443, Palmerfurt, CA 12855",Oregon,72367,187002.99,335,Self-employed,69793.78,Credit Card Loan,Running,1,1
Russell,Shaffer,9/4/1987,Female,708-79-5377,"5973 Mueller Causeway Suite 541, New Andrewchester, MA 19033",Oklahoma,66390,66726.26,786,Self-employed,65894.87,Credit Card Loan,Completed,1,0
Carlos,Hughes,1/4/1988,Male,440-77-1529,"962 Mike Passage Suite 587, East David, IA 82691",California,91381,184536.19,751,Unemployed,76420.49,Education Loan,Running,1,1
Patricia,Christensen,1/30/1960,Male,089-88-0341,"4312 Patrick Port Suite 034, Michelleton, IN 81954",New Mexico,39453,95195.73,789,Retired,96836.28,Credit Card Loan,Running,4,0
Dennis,Myers,6/21/1965,Female,447-91-6130,"29287 Elizabeth Passage, North Philip, DC 68038",Utah,76303,52459.74,414,Employed,87825.48,Auto Loan,Running,5,1
Craig,Nelson,9/17/1979,Female,436-06-8059,"850 John Street Suite 340, East Robert, WV 06615",Colorado,88041,157928.18,823,Unemployed,97291.44,Auto Loan,Completed,2,1
Tara,Walton,3/21/1957,Male,358-45-8284,"25444 Pamela Crescent Apt. 222, Wendyberg, MD 07284",Arkansas,14390,20095.99,496,Unemployed,53715.27,Personal Loan,Running,4,1
Rachel,Franklin,2/11/1982,Female,366-19-8403,"5818 Wilson Corners, Lewisborough, KY 75534",Rhode Island,21523,44435.49,664,Retired,43620.95,Home Loan,Running,0,0
Donald,Hall,12/22/1995,Female,356-10-8170,"2396 Hernandez Lock, Aprilhaven, RI 23899",Washington,47126,117448.69,528,Self-employed,76288.33,Credit Card Loan,Running,3,1
Tracy,Thomas,8/31/1967,Male,413-88-8158,"0513 Perez Ferry, Aguirreshire, SC 81212",New Jersey,41889,199718.86,776,Employed,72740.6,Personal Loan,Completed,5,0
Joseph,Arnold,5/11/1979,Male,390-46-3709,"PSC 1142, Box 6200, APO AE 43092",Wisconsin,11225,66490.48,695,Retired,66082.04,Credit Card Loan,Running,2,0
Lori,Cameron,1/30/1960,Male,495-53-7893,"14824 Frank Parkway Apt. 759, New Anitaborough, MD 10709",Louisiana,73415,130237.75,774,Student,10750.37,Personal Loan,Completed,2,1
Jenna,Smith,3/22/2003,Male,511-74-1058,"6586 Mosley Pass Apt. 889, East Virginiashire, TN 67498",Mississippi,34021,95921.31,709,Student,16888.45,Credit Card Loan,Running,4,1
Aaron,Hall,5/18/1972,Male,891-39-4815,"52818 Gary Underpass, Wrightview, NM 38878",Texas,17694,100887.53,366,Retired,52467.32,Personal Loan,Running,0,1
Joseph,Nolan,8/3/1969,Male,749-34-2567,"Unit 4007 Box 4396, DPO AE 32947",New Hampshire,74876,162505.38,433,Self-employed,37596.86,Auto Loan,Running,2,1
Laura,Price,5/19/1985,Male,473-44-2100,"0581 Taylor Locks Apt. 137, Fitzgeraldbury, TX 44084",Kansas,3419,56810.78,655,Unemployed,79115.03,Auto Loan,Completed,0,1
Margaret,Ferguson,7/25/1980,Male,895-85-1290,"57936 Brittany Street, Wagnerton, AR 86684",Alabama,38404,61649.38,352,Student,18128.25,Credit Card Loan,Completed,0,1
Jeremy,Rhodes,4/7/1967,Female,285-81-5699,"74215 Miller Springs, Port Paul, AK 04287",Kansas,77931,163418.24,621,Employed,14236.64,Personal Loan,Running,0,0
Richard,Day,9/3/1992,Male,654-77-8546,"27182 Michael Corner, Robbinsberg, AK 89521",Texas,15916,134548.14,712,Employed,28127.22,Personal Loan,Running,1,0
Robert,Williams,2/8/1974,Male,573-82-7434,"319 Harris Via Suite 797, Carlsonfurt, UT 97220",Nevada,49670,112347.99,681,Self-employed,99745.07,Education Loan,Completed,2,0
Gregory,Odonnell,2/12/1985,Male,684-93-0229,"71882 Christopher Radial, New Melissa, AL 92856",New Hampshire,62653,55716.9,521,Student,9172.59,Home Loan,Running,3,1
Matthew,Wright,6/21/1979,Female,664-75-3432,"025 Ponce Dale, Ambershire, TN 16604",Oregon,37966,32796.73,701,Employed,75769.81,Credit Card Loan,Completed,3,0
Adam,Sanchez,8/18/1959,Female,071-83-5554,"7627 Bond Light Suite 899, Estradabury, SD 11056",Mississippi,64813,28751.35,727,Student,79493.34,Education Loan,Completed,3,1
David,Fritz,6/17/1992,Male,152-21-3833,"13079 Griffin Isle Apt. 208, Maciasport, CA 11730",Illinois,85682,116551.64,467,Unemployed,52307.77,Credit Card Loan,Running,5,1
Russell,Sandoval,2/17/1985,Female,661-26-5559,"951 Ford Circle Suite 390, New Stephenland, KS 62065",Missouri,41054,106845.91,682,Unemployed,22098.13,Credit Card Loan,Completed,3,1
Melissa,Gentry,1/23/1973,Male,024-38-7047,"88643 Anderson Rest Apt. 701, Hernandezhaven, ID 77150",Kansas,79813,74309.51,645,Retired,47409.7,Auto Loan,Completed,3,1
Gregory,Sullivan,1/10/1988,Male,168-54-0488,"677 Kirby Plaza Apt. 390, Craigmouth, SC 35529",Maine,12152,167942.95,822,Retired,42803.56,Personal Loan,Completed,3,0
Shawn,Li,6/16/1961,Male,817-78-5404,"1305 Kevin Flats, Andreaport, WA 81282",Massachusetts,71057,193862.74,693,Student,92587.48,Credit Card Loan,Completed,0,0
Robert,Montgomery,12/1/1993,Female,310-85-1827,"828 Wilson Rapids Suite 499, Derekville, NH 94950",California,38516,111810.74,420,Student,31215.1,Personal Loan,Running,5,1
Lawrence,Fisher,1/29/1970,Male,414-31-8673,"525 Buck Spur Suite 312, New Brian, MS 68112",Kansas,47258,178301.16,780,Retired,86905.24,Education Loan,Running,4,0
